n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
267,156000,-36.648076,-48.688332,85.487292,-0.23478,-36.588896,-48.601572,85.498712,-0.39125,-36.265066,-48.551439,85.434648,-1.033956,0.010429,0.010454,0.02086,0,0.119,0.054188,-0.162657,0.005232,0.117049,0.048944,-0.164218,-0.005238,0.12236,0.289245,-0.408564,0.001748,-0.627932,0.565896,0.07016,0.003486,0.001748,0.001747,0.001745,0,0.001746,0.00175,0,0,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,157000,-12.212543,-65.967528,78.593493,-0.594776,-12.192816,-66.015918,78.723224,-0.7199,-12.801892,-66.110824,78.640848,0.595308,0.020858,0.020908,0.01043,0.015688,0.0735,0.103132,-0.167904,0.003488,0.06988,0.09614,-0.169459,-0.003492,-0.005244,0.376895,-0.370152,0.003496,-0.689322,0.413472,0.282394,0.003486,0.003496,0.001747,0,0,0.001746,0.00175,0.001753,0.001742,0.001752,0,0,0.001742,0,0,0.001748,0,0.001745,0.001749,0.001745,0,0.003492,0.001752,0.001751,0.001747,0,0.001747,0.00175,0.001745,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,158000,15.106362,-78.919104,63.236745,1.126944,15.034672,-78.912342,63.15424,1.42415,15.861398,-78.834865,63.213696,-0.266322,0,0.010454,0.01043,0.015688,0.01925,0.141588,-0.155661,0.001744,0.013976,0.136344,-0.15723,-0.005238,-0.129352,0.418967,-0.286344,0.001748,-0.682306,0.220752,0.459548,0.001743,0.001748,0.003494,0,0.001747,0.001746,0.00175,0.001753,0.001742,0,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.001747,0.001754,0.001747,0.00175,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,159000,41.223862,-84.977772,43.706058,0.15652,41.342736,-85.057968,43.852464,-0.1565,40.817778,-85.024939,43.867044,0.720636,0.010429,0.010454,0,0.015688,-0.035,0.16606,-0.129426,-0.003488,-0.03494,0.162564,-0.127531,-0.001746,-0.248216,0.42072,-0.167616,0.001748,-0.603376,0.005256,0.59636,0.001743,0.001748,0.001747,0,0,0,0,0.001753,0.001742,0,0,0,0,0,0,0,0.001741,0.001745,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0,0.0035,0,0,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,160000,61.104503,-82.193496,20.754624,0.594776,61.141696,-82.16775,20.640144,0.70425,61.597358,-82.169585,20.830836,-0.23499,0.010429,0.020908,0.01043,0.015688,-0.08225,0.1748,-0.08745,-0.005232,-0.083856,0.1748,-0.083856,0,-0.344356,0.390919,-0.036666,0.003496,-0.463056,-0.21024,0.680552,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0,0.001742,0.001752,0,0,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.003492,0,0.003502,0.003494,0.001754,0.001747,0.0035,0.00349,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,161000,75.437787,-68.803944,-6.360288,-0.485212,75.497248,-68.843532,-6.284056,-0.70425,75.213726,-68.705653,-6.396624,0.109662,0.020858,0.010454,0.01043,0.015688,-0.126,0.16606,-0.036729,-0.005232,-0.124037,0.167808,-0.033193,0.001746,-0.403788,0.322552,0.085554,0,-0.282394,-0.401208,0.696338,0.003486,0.001748,0.001747,0.001745,0.003494,0,0,0.001753,0.001742,0.001752,0,0.001747,0,0,0.001749,0,0.001741,0.001745,0.001749,0.00349,0.001747,0.003492,0,0.001751,0.001747,0.001754,0,0.00175,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,162000,84.056562,-50.826072,-32.973072,-0.359996,84.064608,-50.855316,-32.894576,-0.48515,84.078984,-50.85448,-32.986512,0.015666,0.010429,0.010454,0.02086,0.015688,-0.154,0.143336,0.013992,-0.005232,-0.153736,0.145084,0.01747,0.005238,-0.41952,0.213866,0.20952,0.001748,-0.071914,-0.553632,0.64021,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0,0,0.001742,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0.001746,0.001752,0,0.003494,0.001754,0.001747,0.00175,0,0.001753,0.001748,0,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,163000,84.631147,-28.979412,-55.485144,-0.203476,84.701936,-28.996086,-55.646832,-0.04695,85.144068,-28.97038,-55.437408,-0.986958,0.010429,0,0,0,-0.168,0.103132,0.066462,-0.006976,-0.167712,0.106628,0.071627,0.00873,-0.396796,0.080638,0.316026,0,0.145582,-0.655248,0.519184,0,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0.001752,0,0,-0.001742,0,0.001749,0.001748,0,0.00349,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,164000,74.079677,-3.378672,-70.946502,0.594776,74.118112,-3.401484,-70.881224,0.29735,73.814498,-3.376404,-70.8123,0.924294,-0.010429,0.010454,0.01043,0.015688,-0.168,0.05244,0.110187,-0.006976,-0.165965,0.057684,0.115302,0.00873,-0.342608,-0.047331,0.39285,0,0.347292,-0.695544,0.3508,-0.003486,0,0,0,0,0.001746,0.00175,0.001753,0,0,0.001748,-0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0.001746,0,0.001751,0.001747,0.001754,0,0.00175,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,165000,57.270454,23.994828,-82.024701,1.424332,57.286384,23.966898,-82.152792,1.6276,57.84868,24.458087,-82.016844,-0.23499,0.020858,0.010454,-0.01043,0.015688,-0.14875,-0.001748,0.145167,-0.006976,-0.145001,0.001748,0.150242,0.00873,-0.248216,-0.170041,0.422532,0,0.515676,-0.66576,0.147336,-0.001743,0.001748,0,0,0,0.001746,0,0.001753,0,0,0,0.001747,0.001742,0,0,0.001748,0,0,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,166000,36.397348,48.813468,-85.414065,0.406952,36.348592,48.768516,-85.415064,0.4695,36.0249,48.697333,-85.319676,1.206282,0,0.010454,0.01043,0,-0.11375,-0.055936,0.164406,-0.003488,-0.110061,-0.047196,0.171206,0.006984,-0.118864,-0.285739,0.412056,-0.001748,0.633194,-0.567648,-0.07016,-0.001743,0.001748,0.001747,0,0,0.001746,0.00175,0.001753,0,0,0.001748,0.001747,0,0,0.001749,0.001748,0,0.001745,0,0,0,0,0.001752,0.003502,0.001747,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,167000,11.867792,66.280368,-78.384273,0.438256,11.85848,66.30807,-78.514104,0.54775,12.415538,66.402612,-78.431808,-0.579642,0.010429,0.010454,0.01043,0.015688,-0.06825,-0.101384,0.171402,-0.001744,-0.062892,-0.094392,0.176447,0.006984,0.010488,-0.373389,0.373644,-0.001748,0.694584,-0.409968,-0.28064,0.001743,0.001748,0.001747,0.001745,0,0.001746,0,0.001753,0,0.001752,0.001748,-0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0,0.001745,0.001747,0.001746,0,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,168000,-15.472007,78.971244,-62.996142,-0.86086,-15.442144,79.006248,-62.903296,-1.1268,-16.13289,78.918233,-62.962848,0.360318,0.020858,0.010454,0,0,-0.01575,-0.138092,0.159159,0.001744,-0.012229,-0.136344,0.162471,0.00873,0.134596,-0.411955,0.291582,0,0.687568,-0.217248,-0.461302,0.003486,0.001748,0.001747,0,0.001747,0.003492,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0,0.00349,0.003494,0.003492,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,169000,-41.443249,85.102908,-43.41315,-0.375648,-41.509904,85.120572,-43.538784,-0.0939,-41.120596,85.087465,-43.543032,-0.673638,0.010429,0.010454,0.01043,0.015688,0.03675,-0.160816,0.131175,0.005232,0.040181,-0.160816,0.136266,0.005238,0.255208,-0.417214,0.171108,0,0.60513,0,-0.594606,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,170000,-61.334337,82.17264,-20.534943,-0.406952,-61.392448,82.157316,-20.462392,-0.4069,-61.76443,82.159164,-20.59044,0.328986,0.020858,0.010454,0,0.031376,0.0875,-0.173052,0.092697,0.006976,0.090844,-0.173052,0.090844,0.001746,0.3496,-0.38566,0.041904,-0.001748,0.466564,0.215496,-0.677044,-0.001743,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0,0.001747,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0,0,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,171000,-75.500469,68.605812,6.684579,0.516516,-75.53904,68.624418,6.660472,0.5634,-75.297262,68.497233,6.710184,0.046998,0.010429,0.010454,0.01043,0,0.12775,-0.162564,0.040227,0.006976,0.131025,-0.16606,0.038434,0.001746,0.407284,-0.317293,-0.082062,0,0.284148,0.404712,-0.691076,0,0.001748,0.001747,0.001745,0.001747,0,0,0.001753,0,0.001752,0.001748,0,0,0,0,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,172000,-84.129691,50.638368,33.349668,0.250432,-84.127296,50.667504,33.30236,0.35995,-84.037216,50.666902,33.362784,-0.23499,0.010429,0.010454,0,0.015688,0.15925,-0.138092,-0.013992,0.00872,0.158977,-0.141588,-0.01747,-0.001746,0.423016,-0.208607,-0.204282,0,0.071914,0.557136,-0.638456,0,0.001748,0.001747,0,0,-0.001746,0,0.001753,0,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.001745,0,-0.001746,0,0.001751,0.001747,0.001754,0.001747,0.00175,0,0.001753,0,0,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,173000,-84.589359,28.72914,55.673442,0.359996,-84.618352,28.714368,55.803672,0.2504,-85.175394,28.699434,55.625544,1.378608,0.010429,0.010454,0.01043,0.015688,0.1715,-0.09614,-0.062964,0.00872,0.172953,-0.103132,-0.066386,-0.003492,0.40204,-0.073626,-0.312534,0,-0.145582,0.658752,-0.515676,0.003486,0,0.001747,0,0.001747,0.001746,0.0035,0.001753,0,0.001752,0.001748,0,-0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.001747,0,0.001747,0.00175,-0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,174000,-73.776714,3.055404,71.040651,-0.516516,-73.836016,3.109332,70.964872,-0.32865,-73.438586,3.074195,70.906368,-1.065288,0.010429,0.010454,0.02086,0.015688,0.17325,-0.050692,-0.106689,0.006976,0.169459,-0.054188,-0.110061,-0.003492,0.346104,0.054343,-0.385866,0,-0.345538,0.699048,-0.347292,0.005229,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.001745,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
